timestamp,OAT,Electricity:Facility [kWh](TimeStep),HVAC_Elec
2023/ 03/01  12:45:00,57.02,0.256924144,3.41E-02
2023/ 03/01  13:00:00,57.02,0.269728846,4.69E-02
2023/ 03/01  13:15:00,57.02,0.275917625,5.69E-02
2023/ 03/01  13:30:00,57.02,0.283826497,6.48E-02
2023/ 03/01  13:45:00,57.02,0.291676631,7.26E-02
2023/ 03/01  14:00:00,57.02,0.297973976,7.89E-02
2023/ 03/01  14:15:00,56.255,0.3522972,1.70E-02
2023/ 03/01  14:30:00,55.49,0.353512962,1.69E-02
2023/ 03/01  14:45:00,54.725,0.348018807,1.02E-02
2023/ 03/01  15:00:00,53.96,0.347002471,8.05E-03
2023/ 03/01  15:15:00,53.465,0.311719652,1.96E-02
2023/ 03/01  15:30:00,52.97,0.276982643,3.86E-02
2023/ 03/01  15:45:00,52.475,0.261312651,2.29E-02
2023/ 03/01  16:00:00,51.98,0.248885493,1.05E-02
2023/ 03/01  16:15:00,51.485,0.305866389,5.36E-03
2023/ 03/01  16:30:00,50.99,0.305866389,5.36E-03
2023/ 03/01  16:45:00,50.495,0.305866389,5.36E-03
2023/ 03/01  17:00:00,50,0.305866389,5.36E-03
2023/ 03/01  17:15:00,49.505,0.383500277,5.36E-03
2023/ 03/01  17:30:00,49.01,0.383500277,5.36E-03
2023/ 03/01  17:45:00,48.515,0.383500277,5.36E-03
2023/ 03/01  18:00:00,48.02,0.461605053,7.16E-03
2023/ 03/01  18:15:00,47.255,0.539077071,8.05E-03
2023/ 03/01  18:30:00,46.49,0.8491077,0.317201468
2023/ 03/01  18:45:00,45.725,0.829180698,0.296295204
2023/ 03/01  19:00:00,44.96,1.026576564,0.49267175
2023/ 03/01  19:15:00,44.735,0.907629705,0.37898616
2023/ 03/01  19:30:00,44.51,0.65722702,0.211362327
2023/ 03/01  19:45:00,44.285,0.606443796,0.196863294
2023/ 03/01  20:00:00,44.06,0.592430678,0.182850176
2023/ 03/01  20:15:00,43.565,0.622811286,0.218267355
2023/ 03/01  20:30:00,43.07,0.635910184,0.231366253
2023/ 03/01  20:45:00,42.575,0.662894466,0.258350535
2023/ 03/01  21:00:00,42.08,0.772969769,0.368425838
2023/ 03/01  21:15:00,42.08,0.65765307,0.286241065
2023/ 03/01  21:30:00,42.08,1.114251726,0.626717355
2023/ 03/01  21:45:00,42.08,1.104757327,0.615904918
2023/ 03/01  22:00:00,42.08,1.099363434,0.609207202
2023/ 03/01  22:15:00,41.81,1.046949033,0.628306868
2023/ 03/01  22:30:00,41.54,0.864736336,0.502275805
2023/ 03/01  22:45:00,41.27,0.664250998,0.365722373
2023/ 03/01  23:00:00,41,0.683965048,0.385436423
2023/ 03/01  23:15:00,41,0.65336695,0.418056389
2023/ 03/01  23:30:00,41,0.677373553,0.442062993
2023/ 03/01  23:45:00,41,0.698471553,0.463160992
2023/ 03/01  24:00:00,41,0.719056576,0.483746015
2023/ 03/02  00:15:00,41.27,0.687619854,0.501937348
2023/ 03/02  00:30:00,41.54,0.697336943,0.511654437
2023/ 03/02  00:45:00,41.81,0.703199603,0.517517097
2023/ 03/02  01:00:00,42.08,0.708405621,0.522723115
2023/ 03/02  01:15:00,42.08,0.712661954,0.541602432
2023/ 03/02  01:30:00,42.08,0.73387891,0.562819388
2023/ 03/02  01:45:00,42.08,0.753720595,0.582661074
2023/ 03/02  02:00:00,42.08,0.773780766,0.602721244
2023/ 03/02  02:15:00,42.08,0.780258538,0.61402685
2023/ 03/02  02:30:00,42.08,0.790477747,0.624246059
2023/ 03/02  02:45:00,42.08,0.799043252,0.632811563
2023/ 03/02  03:00:00,42.08,0.80755702,0.641325332
2023/ 03/02  03:15:00,42.305,0.781495094,0.618820815
2023/ 03/02  03:30:00,42.53,0.770327265,0.607652986
2023/ 03/02  03:45:00,42.755,0.760907305,0.598233026
2023/ 03/02  04:00:00,42.98,0.758302614,0.595628335
2023/ 03/02  04:15:00,42.98,0.766531603,0.594175426
2023/ 03/02  04:30:00,42.98,0.770661278,0.5983051
2023/ 03/02  04:45:00,42.98,0.77924433,0.606888152
2023/ 03/02  05:00:00,42.98,0.787631684,0.615275507
2023/ 03/02  05:15:00,42.98,0.812372155,0.603334867
2023/ 03/02  05:30:00,42.98,0.80581729,0.596780001
2023/ 03/02  05:45:00,42.98,1.018297794,0.750622031
2023/ 03/02  06:00:00,42.98,1.232229133,0.904651797
2023/ 03/02  06:15:00,42.98,1.251464348,0.894344499
2023/ 03/02  06:30:00,42.98,1.261371574,0.902999149
2023/ 03/02  06:45:00,42.98,1.269787596,0.910706831
2023/ 03/02  07:00:00,42.98,0.871806256,0.634711285
2023/ 03/02  07:15:00,43.25,0.890877221,0.629041181
2023/ 03/02  07:30:00,43.52,0.867110879,0.605274839
2023/ 03/02  07:45:00,43.79,0.848739145,0.586903105
2023/ 03/02  08:00:00,44.06,0.821791014,0.559954974
2023/ 03/02  08:15:00,44.285,0.840728313,0.609243829
2023/ 03/02  08:30:00,44.51,1.28748536,0.937848232
2023/ 03/02  08:45:00,44.735,1.300955203,0.950218886
2023/ 03/02  09:00:00,44.96,1.314322844,0.962513901
2023/ 03/02  09:15:00,45.455,1.276202191,0.935629116
2023/ 03/02  09:30:00,45.95,1.230925467,0.88924331
2023/ 03/02  09:45:00,46.445,0.91165489,0.646069707
2023/ 03/02  10:00:00,46.94,0.688913826,0.469761128
2023/ 03/02  10:15:00,46.94,0.631799919,0.408739969
2023/ 03/02  10:30:00,46.94,0.573762069,0.350702119
2023/ 03/02  10:45:00,46.94,0.534809388,0.311749438
2023/ 03/02  11:00:00,46.94,0.499746054,0.276686104
2023/ 03/02  11:15:00,47.705,0.473193252,0.247095804
2023/ 03/02  11:30:00,48.47,0.447687082,0.221589634
2023/ 03/02  11:45:00,49.235,0.816984852,0.472723891
2023/ 03/02  12:00:00,50,0.770554828,0.424871231
2023/ 03/02  12:15:00,51.485,0.628648171,0.284886637
2023/ 03/02  12:30:00,52.97,0.70444283,0.359302377
2023/ 03/02  12:45:00,54.455,0.431629106,0.152088916
2023/ 03/02  13:00:00,55.94,0.228137416,5.36E-03
2023/ 03/02  13:15:00,55.94,0.224405094,5.36E-03
2023/ 03/02  13:30:00,55.94,0.224405094,5.36E-03
2023/ 03/02  13:45:00,55.94,0.224405094,5.36E-03
2023/ 03/02  14:00:00,55.94,0.224405094,5.36E-03
2023/ 03/02  14:15:00,55.715,0.225034711,5.36E-03
2023/ 03/02  14:30:00,55.49,0.225034711,5.36E-03
2023/ 03/02  14:45:00,55.265,0.225034711,5.36E-03
2023/ 03/02  15:00:00,55.04,0.225034711,5.36E-03
2023/ 03/02  15:15:00,56.3,0.243755781,5.36E-03
2023/ 03/02  15:30:00,57.56,0.243755781,5.36E-03
2023/ 03/02  15:45:00,58.82,0.366066626,8.05E-03
2023/ 03/02  16:00:00,60.08,0.367540403,8.05E-03
2023/ 03/02  16:15:00,59.81,0.431145628,8.05E-03
2023/ 03/02  16:30:00,59.54,0.416682789,7.72E-03
2023/ 03/02  16:45:00,59.27,0.355322784,5.48E-02
2023/ 03/02  17:00:00,59,0.305866389,5.36E-03
2023/ 03/02  17:15:00,58.01,0.383500277,5.36E-03
2023/ 03/02  17:30:00,57.02,0.383500277,5.36E-03
2023/ 03/02  17:45:00,56.03,0.383500277,5.36E-03
2023/ 03/02  18:00:00,55.04,0.49658983,0.118446699
2023/ 03/02  18:15:00,55.265,0.47891554,6.31E-02
2023/ 03/02  18:30:00,55.49,0.421189279,5.36E-03
2023/ 03/02  18:45:00,55.715,0.482243088,6.64E-02
2023/ 03/02  19:00:00,55.94,0.918504334,0.383429681
2023/ 03/02  19:15:00,57.47,0.913938552,0.383669724
2023/ 03/02  19:30:00,59,0.859776144,0.328167493
2023/ 03/02  19:45:00,60.53,0.792563573,0.259599463
2023/ 03/02  20:00:00,62.06,0.728266795,0.238014029
2023/ 03/02  20:15:00,61.565,0.474976086,7.04E-02
2023/ 03/02  20:30:00,61.07,0.456732766,5.22E-02
2023/ 03/02  20:45:00,60.575,0.481237287,7.67E-02
2023/ 03/02  21:00:00,60.08,0.476265296,7.17E-02
2023/ 03/02  21:15:00,59.315,0.477406894,0.105994889
2023/ 03/02  21:30:00,58.55,0.471232728,9.98E-02
2023/ 03/02  21:45:00,57.785,0.489908561,0.118496556
2023/ 03/02  22:00:00,57.02,0.50273136,0.131319355
2023/ 03/02  22:15:00,56.525,0.688993563,0.331673935
2023/ 03/02  22:30:00,56.03,0.937076613,0.519872666
2023/ 03/02  22:45:00,55.535,0.975790142,0.557168741
2023/ 03/02  23:00:00,55.04,1.017085236,0.597141269
2023/ 03/02  23:15:00,54.545,0.786781651,0.481502644
2023/ 03/02  23:30:00,54.05,0.556952751,0.32164219
2023/ 03/02  23:45:00,53.555,0.563953534,0.328642973
2023/ 03/02  24:00:00,53.06,0.570863071,0.335552511
2023/ 03/03  00:15:00,52.565,0.540325198,0.354642692
2023/ 03/03  00:30:00,52.07,0.550722639,0.365040133
2023/ 03/03  00:45:00,51.575,0.554827823,0.369145317
2023/ 03/03  01:00:00,51.08,0.56674335,0.381060844
2023/ 03/03  01:15:00,51.08,0.567599276,0.396539754
2023/ 03/03  01:30:00,51.08,0.58647892,0.415419398
2023/ 03/03  01:45:00,51.08,0.60686225,0.435802728
2023/ 03/03  02:00:00,51.08,0.624287808,0.453228286
2023/ 03/03  02:15:00,50.315,0.61971931,0.453487621
2023/ 03/03  02:30:00,49.55,0.613535014,0.447303326
2023/ 03/03  02:45:00,48.785,0.598265476,0.432033788
2023/ 03/03  03:00:00,48.02,0.597376621,0.431144933
2023/ 03/03  03:15:00,48.02,0.600303053,0.437628774
2023/ 03/03  03:30:00,48.02,0.60599005,0.443315771
2023/ 03/03  03:45:00,48.02,0.609540885,0.446866606
2023/ 03/03  04:00:00,48.02,0.621095714,0.458421435
2023/ 03/03  04:15:00,47.75,0.637656586,0.465300409
2023/ 03/03  04:30:00,47.48,0.657483164,0.485126987
2023/ 03/03  04:45:00,47.21,0.676754483,0.504398306
2023/ 03/03  05:00:00,46.94,0.698485499,0.526129321
2023/ 03/03  05:15:00,47.21,0.724480141,0.515442853
2023/ 03/03  05:30:00,47.48,0.719802757,0.510765469
2023/ 03/03  05:45:00,47.75,0.71678016,0.507742872
2023/ 03/03  06:00:00,48.02,0.713552132,0.504514844
2023/ 03/03  06:15:00,48.02,0.752675483,0.515580512
2023/ 03/03  06:30:00,48.02,1.212231887,0.858897654
2023/ 03/03  06:45:00,48.02,1.181199532,0.826718742
2023/ 03/03  07:00:00,48.02,1.143841431,0.788246486
2023/ 03/03  07:15:00,48.245,1.139492124,0.758154333
2023/ 03/03  07:30:00,48.47,1.103295168,0.721067165
2023/ 03/03  07:45:00,48.695,1.021579954,0.652156637
2023/ 03/03  08:00:00,48.92,0.621299921,0.359463881
2023/ 03/03  08:15:00,49.46,0.561166986,0.329682502
2023/ 03/03  08:30:00,50,0.485439444,0.25395496
2023/ 03/03  08:45:00,50.54,0.422083501,0.190599017
2023/ 03/03  09:00:00,51.08,0.360622803,0.129138319
2023/ 03/03  09:15:00,51.575,0.224509845,5.36E-03
2023/ 03/03  09:30:00,52.07,0.733013231,0.397944405
2023/ 03/03  09:45:00,52.565,0.569910232,0.233849589
2023/ 03/03  10:00:00,53.06,0.345098978,8.05E-03
2023/ 03/03  10:15:00,53.555,0.535489827,0.193682803
2023/ 03/03  10:30:00,54.05,0.35075951,8.05E-03
2023/ 03/03  10:45:00,54.545,0.589268556,0.267601623
2023/ 03/03  11:00:00,55.04,0.368763494,0.145703544
2023/ 03/03  11:15:00,55.535,0.231454596,5.36E-03
2023/ 03/03  11:30:00,56.03,0.231454596,5.36E-03
2023/ 03/03  11:45:00,56.525,0.231454596,5.36E-03
2023/ 03/03  12:00:00,57.02,0.231454596,5.36E-03
2023/ 03/03  12:15:00,57.245,0.228137416,5.36E-03
2023/ 03/03  12:30:00,57.47,0.228137416,5.36E-03
2023/ 03/03  12:45:00,57.695,0.228137416,5.36E-03
2023/ 03/03  13:00:00,57.92,0.228137416,5.36E-03
2023/ 03/03  13:15:00,58.19,0.343172362,8.05E-03
2023/ 03/03  13:30:00,58.46,0.34431734,8.05E-03
2023/ 03/03  13:45:00,58.73,0.345497809,8.05E-03
2023/ 03/03  14:00:00,59,0.34681563,8.05E-03
2023/ 03/03  14:15:00,59,0.28563119,6.68E-03
2023/ 03/03  14:30:00,59,0.253476858,3.38E-02
2023/ 03/03  14:45:00,59,0.277760585,5.81E-02
2023/ 03/03  15:00:00,59,0.23632369,1.66E-02
2023/ 03/03  15:15:00,58.73,0.255855496,1.75E-02
2023/ 03/03  15:30:00,58.46,0.245026863,6.63E-03
2023/ 03/03  15:45:00,58.19,0.243755781,5.36E-03
2023/ 03/03  16:00:00,57.92,0.243755781,5.36E-03
2023/ 03/03  16:15:00,57.74,0.31621009,1.57E-02
2023/ 03/03  16:30:00,57.56,0.321563835,2.11E-02
2023/ 03/03  16:45:00,57.38,0.32185499,2.13E-02
2023/ 03/03  17:00:00,57.2,0.314880544,1.44E-02
2023/ 03/03  17:15:00,56.66,0.502708678,8.05E-03
2023/ 03/03  17:30:00,56.12,0.503726017,8.05E-03
2023/ 03/03  17:45:00,55.58,0.504754038,8.05E-03
2023/ 03/03  18:00:00,55.04,0.505788665,8.05E-03
2023/ 03/03  18:15:00,54.77,0.532532702,7.80E-03
2023/ 03/03  18:30:00,54.5,0.421189279,5.36E-03
2023/ 03/03  18:45:00,54.23,0.421189279,5.36E-03
2023/ 03/03  19:00:00,53.96,0.421189279,5.36E-03
2023/ 03/03  19:15:00,53.735,0.414937649,5.36E-03
2023/ 03/03  19:30:00,53.51,0.414937649,5.36E-03
2023/ 03/03  19:45:00,53.285,0.414937649,5.36E-03
2023/ 03/03  20:00:00,53.06,0.414937649,5.36E-03
2023/ 03/03  20:15:00,52.79,0.469285937,6.71E-03
2023/ 03/03  20:30:00,52.52,0.869065006,0.347615246
2023/ 03/03  20:45:00,52.25,0.927386698,0.404786255
2023/ 03/03  21:00:00,51.98,0.749718822,0.225939906
2023/ 03/03  21:15:00,51.755,0.964617263,0.47278437
2023/ 03/03  21:30:00,51.53,0.629742499,0.199773451
2023/ 03/03  21:45:00,51.305,0.43850024,6.71E-02
2023/ 03/03  22:00:00,51.08,0.504597141,0.133185136
2023/ 03/03  22:15:00,50.81,0.44101116,0.142482535
2023/ 03/03  22:30:00,50.54,0.453246831,0.154718206
2023/ 03/03  22:45:00,50.27,0.474067238,0.175538613
2023/ 03/03  23:00:00,50,0.488865245,0.19033662
2023/ 03/03  23:15:00,49.505,0.442099969,0.206789409
2023/ 03/03  23:30:00,49.01,0.461043054,0.225732493
2023/ 03/03  23:45:00,48.515,0.490999982,0.255689421
2023/ 03/03  24:00:00,48.02,0.509175374,0.273864813
2023/ 03/04  00:15:00,47.525,0.49031262,0.304630114
2023/ 03/04  00:30:00,47.03,0.515400949,0.329718443
2023/ 03/04  00:45:00,46.535,0.538429848,0.352747342
2023/ 03/04  01:00:00,46.04,0.561151528,0.375469022
2023/ 03/04  01:15:00,46.265,0.561267551,0.39020803
2023/ 03/04  01:30:00,46.49,0.573535386,0.402475864
2023/ 03/04  01:45:00,46.715,0.583742613,0.412683091
2023/ 03/04  02:00:00,46.94,1.030305284,0.74213061
2023/ 03/04  02:15:00,46.94,1.027430417,0.742235101
2023/ 03/04  02:30:00,46.94,1.028291779,0.741236614
2023/ 03/04  02:45:00,46.94,0.734768835,0.533196895
2023/ 03/04  03:00:00,46.94,0.621779627,0.455547938
2023/ 03/04  03:15:00,46.445,0.614075944,0.451401665
2023/ 03/04  03:30:00,45.95,0.618352915,0.455678637
2023/ 03/04  03:45:00,45.455,0.624460835,0.461786556
2023/ 03/04  04:00:00,44.96,0.635096075,0.472421796
2023/ 03/04  04:15:00,45.23,0.641171927,0.46881575
2023/ 03/04  04:30:00,45.5,0.64095864,0.468602463
2023/ 03/04  04:45:00,45.77,0.640532483,0.468176306
2023/ 03/04  05:00:00,46.04,0.639623779,0.467267602
2023/ 03/04  05:15:00,45.77,0.674483483,0.465446195
2023/ 03/04  05:30:00,45.5,0.680481361,0.471444072
2023/ 03/04  05:45:00,45.23,0.690557472,0.481520184
2023/ 03/04  06:00:00,44.96,0.705914628,0.49687734
2023/ 03/04  06:15:00,44.96,0.735610289,0.498515318
2023/ 03/04  06:30:00,44.96,0.739946513,0.502851541
2023/ 03/04  06:45:00,44.96,0.73285874,0.495763769
2023/ 03/04  07:00:00,44.96,0.742644269,0.505549298
2023/ 03/04  07:15:00,44.735,1.188523516,0.808598154
2023/ 03/04  07:30:00,44.51,1.184280413,0.803148514
2023/ 03/04  07:45:00,44.285,1.201075263,0.8187864
2023/ 03/04  08:00:00,44.06,1.229058008,0.845645952
2023/ 03/04  08:15:00,44.06,1.24016069,0.886024119
2023/ 03/04  08:30:00,44.06,1.125948113,0.803732069
2023/ 03/04  08:45:00,44.06,0.805072431,0.573587948
2023/ 03/04  09:00:00,44.06,0.79597393,0.564489446
2023/ 03/04  09:15:00,44.06,0.811139587,0.591986889
2023/ 03/04  09:30:00,44.06,0.822600975,0.603448278
2023/ 03/04  09:45:00,44.06,0.832499544,0.613346847
2023/ 03/04  10:00:00,44.06,0.842560931,0.623408233
2023/ 03/04  10:15:00,44.06,1.255721965,0.914259166
2023/ 03/04  10:30:00,44.06,1.230228034,0.887503009
2023/ 03/04  10:45:00,44.06,1.203888497,0.859933045
2023/ 03/04  11:00:00,44.06,1.179007725,0.833829934
2023/ 03/04  11:15:00,44.06,1.082918741,0.765277759
2023/ 03/04  11:30:00,44.06,0.782931614,0.556834166
2023/ 03/04  11:45:00,44.06,0.799367444,0.573269995
2023/ 03/04  12:00:00,44.06,0.817944163,0.591846715
2023/ 03/04  12:15:00,44.285,0.785357518,0.562577249
2023/ 03/04  12:30:00,44.51,0.756551735,0.533771467
2023/ 03/04  12:45:00,44.735,0.73145249,0.508672222
2023/ 03/04  13:00:00,44.96,0.710516589,0.487736321
2023/ 03/04  13:15:00,44.96,0.710439517,0.49139157
2023/ 03/04  13:30:00,44.96,0.704808242,0.485760294
2023/ 03/04  13:45:00,44.96,1.128319736,0.790765332
2023/ 03/04  14:00:00,44.96,1.120954919,0.781867518
2023/ 03/04  14:15:00,45.23,1.090545343,0.749288274
2023/ 03/04  14:30:00,45.5,1.009092007,0.684266696
2023/ 03/04  14:45:00,45.77,0.635844956,0.416167392
2023/ 03/04  15:00:00,46.04,0.620838114,0.40116055
2023/ 03/04  15:15:00,46.04,0.627174732,0.388776098
2023/ 03/04  15:30:00,46.04,0.617391852,0.378993218
2023/ 03/04  15:45:00,46.04,0.622618307,0.384219673
2023/ 03/04  16:00:00,46.04,0.633616088,0.395217454
2023/ 03/04  16:15:00,45.77,0.68863625,0.388127008
2023/ 03/04  16:30:00,45.5,0.705799627,0.405290385
2023/ 03/04  16:45:00,45.23,0.719596237,0.419086994
2023/ 03/04  17:00:00,44.96,0.736414581,0.435905339
2023/ 03/04  17:15:00,44.96,0.774815899,0.396672769
2023/ 03/04  17:30:00,44.96,1.190564714,0.693835477
2023/ 03/04  17:45:00,44.96,1.208819053,0.710593345
2023/ 03/04  18:00:00,44.96,1.213982691,0.714290167
2023/ 03/04  18:15:00,44.735,1.224944557,0.686174125
2023/ 03/04  18:30:00,44.51,1.06218244,0.57236931
2023/ 03/04  18:45:00,44.285,0.817886274,0.402054141
2023/ 03/04  19:00:00,44.06,0.822988904,0.407156772
2023/ 03/04  19:15:00,44.06,0.822191377,0.412610874
2023/ 03/04  19:30:00,44.06,0.831735045,0.422154542
2023/ 03/04  19:45:00,44.06,0.841322529,0.431742026
2023/ 03/04  20:00:00,44.06,0.852825943,0.443245441
2023/ 03/04  20:15:00,44.06,0.84358002,0.439036089
2023/ 03/04  20:30:00,44.06,1.263211212,0.739463145
2023/ 03/04  20:45:00,44.06,1.256247614,0.731104738
2023/ 03/04  21:00:00,44.06,1.249771793,0.72327798
2023/ 03/04  21:15:00,44.285,1.194012581,0.699264619
2023/ 03/04  21:30:00,44.51,0.932145501,0.512204688
2023/ 03/04  21:45:00,44.735,0.764934231,0.393522226
2023/ 03/04  22:00:00,44.96,0.761998602,0.390586597
2023/ 03/04  22:15:00,44.735,0.71445738,0.415928755
2023/ 03/04  22:30:00,44.51,0.728455101,0.429926476
2023/ 03/04  22:45:00,44.285,0.740042055,0.44151343
2023/ 03/04  23:00:00,44.06,0.750557064,0.452028439
2023/ 03/04  23:15:00,44.06,0.708902938,0.473592377
2023/ 03/04  23:30:00,44.06,0.719736286,0.484425725
2023/ 03/04  23:45:00,44.06,0.728225869,0.492915308
2023/ 03/04  24:00:00,44.06,0.735090974,0.499780413
2023/ 03/05  00:15:00,44.06,0.705697002,0.520014496
2023/ 03/05  00:30:00,44.06,0.724772584,0.539090078
2023/ 03/05  00:45:00,44.06,0.745609374,0.559926868
2023/ 03/05  01:00:00,44.06,0.777803625,0.592121119
2023/ 03/05  01:15:00,44.06,0.747830019,0.576770497
2023/ 03/05  01:30:00,44.06,0.743772375,0.572712854
2023/ 03/05  01:45:00,44.06,0.739401158,0.568341637
2023/ 03/05  02:00:00,44.06,0.739489228,0.568429706
2023/ 03/05  02:15:00,44.06,0.736823,0.570591311
2023/ 03/05  02:30:00,44.06,0.740432557,0.574200869
2023/ 03/05  02:45:00,44.06,1.161179802,0.87604828
2023/ 03/05  03:00:00,44.06,1.161194053,0.874024972
2023/ 03/05  03:15:00,44.06,1.156795124,0.871161117
2023/ 03/05  03:30:00,44.06,0.805650915,0.624719628
2023/ 03/05  03:45:00,44.06,0.746109799,0.58343552
2023/ 03/05  04:00:00,44.06,0.748190436,0.585516158
2023/ 03/05  04:15:00,44.06,0.75741856,0.585062383
2023/ 03/05  04:30:00,44.06,0.761827158,0.58947098
2023/ 03/05  04:45:00,44.06,0.775085554,0.602729377
2023/ 03/05  05:00:00,44.06,0.787125996,0.614769819
2023/ 03/05  05:15:00,44.06,0.818205648,0.609168359
2023/ 03/05  05:30:00,44.06,0.817963156,0.608925868
2023/ 03/05  05:45:00,44.06,0.819915844,0.610878556
2023/ 03/05  06:00:00,44.06,0.821838394,0.612801106
2023/ 03/05  06:15:00,44.06,0.844522018,0.607427046
2023/ 03/05  06:30:00,44.06,0.843107969,0.606012997
2023/ 03/05  06:45:00,44.06,0.839141048,0.602046076
2023/ 03/05  07:00:00,44.06,0.833158343,0.596063372
2023/ 03/05  07:15:00,44.06,1.291894111,0.911072391
2023/ 03/05  07:30:00,44.06,1.288943545,0.906944606
2023/ 03/05  07:45:00,44.06,1.288180258,0.90505527
2023/ 03/05  08:00:00,44.06,1.295764218,0.911540837
2023/ 03/05  08:15:00,43.79,1.307617243,0.952689267
2023/ 03/05  08:30:00,43.52,1.116889805,0.819971972
2023/ 03/05  08:45:00,43.25,0.891894228,0.660409744
2023/ 03/05  09:00:00,42.98,0.884813526,0.653329043
2023/ 03/05  09:15:00,42.98,0.877968322,0.658815624
2023/ 03/05  09:30:00,42.98,0.863027135,0.643874437
2023/ 03/05  09:45:00,42.98,0.859081928,0.639929231
2023/ 03/05  10:00:00,42.98,0.858309646,0.639156949
2023/ 03/05  10:15:00,43.25,1.300540967,0.959056824
2023/ 03/05  10:30:00,43.52,1.313978592,0.971263246
2023/ 03/05  10:45:00,43.79,1.337260797,0.993346608
2023/ 03/05  11:00:00,44.06,1.357068397,1.011971864
2023/ 03/05  11:15:00,44.06,1.231678176,0.914951132
2023/ 03/05  11:30:00,44.06,0.899826792,0.673729344
2023/ 03/05  11:45:00,44.06,0.887641286,0.661543837
2023/ 03/05  12:00:00,44.06,0.875607905,0.649510457
2023/ 03/05  12:15:00,44.06,0.880896332,0.658116064
2023/ 03/05  12:30:00,44.06,0.889473335,0.666693066
2023/ 03/05  12:45:00,44.06,0.892817104,0.670036836
2023/ 03/05  13:00:00,44.06,0.892545664,0.669765396
2023/ 03/05  13:15:00,44.06,0.845918616,0.626870669
2023/ 03/05  13:30:00,44.06,0.80057229,0.581524342
2023/ 03/05  13:45:00,44.06,1.213725068,0.876396045
2023/ 03/05  14:00:00,44.06,1.206641771,0.867813502
2023/ 03/05  14:15:00,44.285,1.193221183,0.852260366
2023/ 03/05  14:30:00,44.51,1.128266396,0.80111264
2023/ 03/05  14:45:00,44.735,0.742934348,0.523256784
2023/ 03/05  15:00:00,44.96,0.730677439,0.510999875
2023/ 03/05  15:15:00,44.96,0.745920115,0.507521481
2023/ 03/05  15:30:00,44.96,0.738673985,0.500275351
2023/ 03/05  15:45:00,44.96,0.725414256,0.487015622
2023/ 03/05  16:00:00,44.96,0.707908817,0.469510183
2023/ 03/05  16:15:00,44.735,0.753890088,0.453380846
2023/ 03/05  16:30:00,44.51,0.757468065,0.456958823
2023/ 03/05  16:45:00,44.285,0.768793747,0.468284505
2023/ 03/05  17:00:00,44.06,0.780971283,0.480462041
2023/ 03/05  17:15:00,44.06,0.824545551,0.44640242
2023/ 03/05  17:30:00,44.06,1.252021451,0.755581381
2023/ 03/05  17:45:00,44.06,1.249583338,0.751681569
2023/ 03/05  18:00:00,44.06,1.26721283,0.7678804
2023/ 03/05  18:15:00,44.06,1.282135127,0.743757029
2023/ 03/05  18:30:00,44.06,1.134337435,0.640617067
2023/ 03/05  18:45:00,44.06,0.876980996,0.461148863
2023/ 03/05  19:00:00,44.06,0.88520924,0.469377108
2023/ 03/05  19:15:00,44.285,0.840645416,0.431064914
2023/ 03/05  19:30:00,44.51,0.815643662,0.406063159
2023/ 03/05  19:45:00,44.735,0.797332345,0.387751843
2023/ 03/05  20:00:00,44.96,0.789794884,0.380214381
2023/ 03/05  20:15:00,44.96,0.78511609,0.380572159
2023/ 03/05  20:30:00,44.96,0.9987535,0.535063773
2023/ 03/05  20:45:00,44.96,1.218546069,0.694653064
2023/ 03/05  21:00:00,44.96,1.229938494,0.704658456
2023/ 03/05  21:15:00,44.735,1.205423741,0.711864784
2023/ 03/05  21:30:00,44.51,1.156171122,0.677941162
2023/ 03/05  21:45:00,44.285,0.803555976,0.432143971
2023/ 03/05  22:00:00,44.06,0.814183136,0.442771131
2023/ 03/05  22:15:00,44.06,0.772502319,0.473973693
2023/ 03/05  22:30:00,44.06,0.796320604,0.497791979
2023/ 03/05  22:45:00,44.06,0.813666967,0.515138341
2023/ 03/05  23:00:00,44.06,0.831218219,0.532689594
2023/ 03/05  23:15:00,44.06,0.780303168,0.544992608
2023/ 03/05  23:30:00,44.06,0.767224368,0.531913807
2023/ 03/05  23:45:00,44.06,0.748874824,0.513564263
2023/ 03/05  24:00:00,44.06,0.747444332,0.512133772
2023/ 03/06  00:15:00,44.285,0.710655826,0.523524508
2023/ 03/06  00:30:00,44.51,0.714934397,0.527803079
2023/ 03/06  00:45:00,44.735,0.716786419,0.529655102
2023/ 03/06  01:00:00,44.96,0.736693262,0.549561945
2023/ 03/06  01:15:00,44.96,0.709689249,0.537756294
2023/ 03/06  01:30:00,44.96,0.715212599,0.543279644
2023/ 03/06  01:45:00,44.96,0.718141369,0.546208414
2023/ 03/06  02:00:00,44.96,0.721744797,0.549811843
2023/ 03/06  02:15:00,45.455,0.713370298,0.546568287
2023/ 03/06  02:30:00,45.95,0.925598114,0.699616728
2023/ 03/06  02:45:00,46.445,1.140545586,0.853852047
2023/ 03/06  03:00:00,46.94,1.144960789,0.85622716
2023/ 03/06  03:15:00,46.94,0.973785713,0.733133808
2023/ 03/06  03:30:00,46.94,0.702461877,0.53946957
2023/ 03/06  03:45:00,46.94,0.692041404,0.529049097
2023/ 03/06  04:00:00,46.94,0.705536235,0.542543928
2023/ 03/06  04:15:00,47.21,0.711130052,0.538167878
2023/ 03/06  04:30:00,47.48,0.717184299,0.544222125
