timestamp,OAT,Electricity:Facility [kWh](TimeStep),HVAC_Elec
2023/ 07/06  20:45:00,77.81,0.592659144,0.221247139
2023/ 07/06  21:00:00,78.08,0.588534075,0.21712207
2023/ 07/06  21:15:00,78.08,0.503859516,0.205330891
2023/ 07/06  21:30:00,78.08,0.496559562,0.198030937
2023/ 07/06  21:45:00,78.08,0.489728623,0.191199997
2023/ 07/06  22:00:00,78.08,0.483101057,0.184572432
2023/ 07/06  22:15:00,78.575,0.411328918,0.176018358
2023/ 07/06  22:30:00,79.07,0.407979076,0.172668515
2023/ 07/06  22:45:00,79.565,0.405965586,0.170655025
2023/ 07/06  23:00:00,80.06,0.404915431,0.16960487
2023/ 07/06  23:15:00,80.555,0.349961952,0.164279446
2023/ 07/06  23:30:00,81.05,0.347501945,0.161819439
2023/ 07/06  23:45:00,81.545,0.346560574,0.160878068
2023/ 07/06  24:00:00,82.04,0.347679273,0.161996767
2023/ 07/07  00:15:00,81.275,0.324520332,0.15346081
2023/ 07/07  00:30:00,80.51,0.315121473,0.144061952
2023/ 07/07  00:45:00,79.745,0.306908474,0.135848952
2023/ 07/07  01:00:00,78.98,0.299637116,0.128577594
2023/ 07/07  01:15:00,78.755,0.290789554,0.124557866
2023/ 07/07  01:30:00,78.53,0.288785551,0.122553862
2023/ 07/07  01:45:00,78.305,0.288380969,0.122149281
2023/ 07/07  02:00:00,78.08,0.286950941,0.120719253
2023/ 07/07  02:15:00,78.305,0.283568211,0.120893932
2023/ 07/07  02:30:00,78.53,0.283043322,0.120369043
2023/ 07/07  02:45:00,78.755,0.2820422,0.119367921
2023/ 07/07  03:00:00,78.98,0.281947826,0.119273547
2023/ 07/07  03:15:00,78.98,0.292541608,0.120185431
2023/ 07/07  03:30:00,78.98,0.288241051,0.115884874
2023/ 07/07  03:45:00,78.98,0.286443735,0.114087558
2023/ 07/07  04:00:00,78.98,0.284559574,0.112203397
2023/ 07/07  04:15:00,78.755,0.322951812,0.113914524
2023/ 07/07  04:30:00,78.53,0.321229323,0.112192035
2023/ 07/07  04:45:00,78.305,0.322891904,0.113854616
2023/ 07/07  05:00:00,78.08,0.352807296,1.96E-02
2023/ 07/07  05:15:00,78.305,0.394204824,3.04E-02
2023/ 07/07  05:30:00,78.53,0.405907543,3.98E-02
2023/ 07/07  05:45:00,78.755,0.389112258,0.114303825
2023/ 07/07  06:00:00,78.98,0.383620933,0.146525962
2023/ 07/07  06:15:00,79.25,0.415023992,0.153187952
2023/ 07/07  06:30:00,79.52,0.423961986,0.162125946
2023/ 07/07  06:45:00,79.79,0.430768742,0.168932702
2023/ 07/07  07:00:00,80.06,0.437146652,0.175310612
2023/ 07/07  07:15:00,79.79,0.392852636,0.161368152
2023/ 07/07  07:30:00,79.52,0.393646984,0.1621625
2023/ 07/07  07:45:00,79.25,0.396521297,0.165036813
2023/ 07/07  08:00:00,78.98,0.40083348,0.169348996
2023/ 07/07  08:15:00,79.745,0.407078537,0.126409241
2023/ 07/07  08:30:00,80.51,0.437195419,9.34E-02
2023/ 07/07  08:45:00,81.275,0.466048607,0.120220519
2023/ 07/07  09:00:00,82.04,0.493811899,0.156450186
2023/ 07/07  09:15:00,83.795,0.492420929,0.269360979
2023/ 07/07  09:30:00,85.55,0.529174998,0.306115048
2023/ 07/07  09:45:00,87.305,0.560686528,0.337626578
2023/ 07/07  10:00:00,89.06,0.590252991,0.367193041
2023/ 07/07  10:15:00,89.78,0.609454579,0.38335713
2023/ 07/07  10:30:00,90.5,0.614217749,0.388120301
2023/ 07/07  10:45:00,91.22,0.615358213,0.389260765
2023/ 07/07  11:00:00,91.94,0.616486286,0.390388837
2023/ 07/07  11:15:00,92.21,0.613459421,0.390679152
2023/ 07/07  11:30:00,92.48,0.613910099,0.39112983
2023/ 07/07  11:45:00,92.75,0.614366251,0.391585983
2023/ 07/07  12:00:00,93.02,0.614908161,0.392127893
2023/ 07/07  12:15:00,92.525,0.67232619,0.392460438
2023/ 07/07  12:30:00,92.03,0.701345698,0.35911986
2023/ 07/07  12:45:00,91.535,0.69559428,0.351233253
2023/ 07/07  13:00:00,91.04,0.68521509,0.372406867
2023/ 07/07  13:15:00,91.04,0.606765326,0.387087763
2023/ 07/07  13:30:00,91.04,0.607046053,0.387368489
2023/ 07/07  13:45:00,91.04,0.607444054,0.387766491
2023/ 07/07  14:00:00,91.04,0.607821853,0.38814429
2023/ 07/07  14:15:00,90.77,0.62632742,0.387928786
2023/ 07/07  14:30:00,90.5,0.626129902,0.387731268
2023/ 07/07  14:45:00,90.23,0.625794257,0.387395623
2023/ 07/07  15:00:00,89.96,0.625482543,0.387083909
2023/ 07/07  15:15:00,88.7,0.685075584,0.384566342
2023/ 07/07  15:30:00,87.44,0.682432263,0.38192302
2023/ 07/07  15:45:00,86.18,0.679772619,0.379263377
2023/ 07/07  16:00:00,84.92,0.677081018,0.376571776
2023/ 07/07  16:15:00,84.425,0.75368511,0.37554198
2023/ 07/07  16:30:00,83.93,0.752705566,0.374562436
2023/ 07/07  16:45:00,83.435,0.751747273,0.373604143
2023/ 07/07  17:00:00,82.94,0.750851011,0.37270788
2023/ 07/07  17:15:00,82.445,0.913012498,0.374345201
2023/ 07/07  17:30:00,81.95,0.913422295,0.372784246
2023/ 07/07  17:45:00,81.455,0.893149739,0.350540659
2023/ 07/07  18:00:00,80.96,0.818155103,0.351546068
2023/ 07/07  18:15:00,80.735,0.776748731,0.367168228
2023/ 07/07  18:30:00,80.51,0.757361449,0.347780946
2023/ 07/07  18:45:00,80.285,0.734730419,0.325149917
2023/ 07/07  19:00:00,80.06,0.720724101,0.311143598
2023/ 07/07  19:15:00,79.565,0.697332413,0.292788482
2023/ 07/07  19:30:00,79.07,0.678087389,0.273543458
2023/ 07/07  19:45:00,78.575,0.664749888,0.260205957
2023/ 07/07  20:00:00,78.08,0.653887818,0.249343887
2023/ 07/07  20:15:00,78.08,0.612934453,0.241522448
2023/ 07/07  20:30:00,78.08,0.605811441,0.234399436
2023/ 07/07  20:45:00,78.08,0.600008122,0.228596117
2023/ 07/07  21:00:00,78.08,0.635574807,0.140712662
2023/ 07/07  21:15:00,79.295,0.563249694,0.138834346
2023/ 07/07  21:30:00,80.51,0.568793643,0.151445369
2023/ 07/07  21:45:00,81.725,0.531516625,0.232987999
2023/ 07/07  22:00:00,82.94,0.552184384,0.253655759
2023/ 07/07  22:15:00,82.22,0.474320275,0.239009714
2023/ 07/07  22:30:00,81.5,0.457134762,0.221824201
2023/ 07/07  22:45:00,80.78,0.442231339,0.206920778
2023/ 07/07  23:00:00,80.06,0.428553617,0.193243057
2023/ 07/07  23:15:00,79.565,0.364048977,0.178366471
2023/ 07/07  23:30:00,79.07,0.350322928,0.164640422
2023/ 07/07  23:45:00,78.575,0.341492379,0.155809873
2023/ 07/07  24:00:00,78.08,0.332600814,0.146918308
2023/ 07/08  00:15:00,77.81,0.310183501,0.13912398
2023/ 07/08  00:30:00,77.54,0.303797611,0.132738089
2023/ 07/08  00:45:00,77.27,0.298101651,0.127042129
2023/ 07/08  01:00:00,77,0.292769161,0.121709639
2023/ 07/08  01:15:00,76.505,0.282766786,0.116535098
2023/ 07/08  01:30:00,76.01,0.278207812,0.111976123
2023/ 07/08  01:45:00,75.515,0.273662473,0.107430785
2023/ 07/08  02:00:00,75.02,0.269327682,0.103095994
2023/ 07/08  02:15:00,75.245,0.263842305,0.101168026
2023/ 07/08  02:30:00,75.47,0.262680321,0.100006042
2023/ 07/08  02:45:00,75.695,0.260639037,9.80E-02
2023/ 07/08  03:00:00,75.92,0.257234213,9.46E-02
2023/ 07/08  03:15:00,75.92,0.266727002,9.44E-02
2023/ 07/08  03:30:00,75.92,0.26749005,9.51E-02
2023/ 07/08  03:45:00,75.92,0.267690822,9.53E-02
2023/ 07/08  04:00:00,75.92,0.267783252,9.54E-02
2023/ 07/08  04:15:00,76.19,0.309841951,0.100804663
2023/ 07/08  04:30:00,76.46,0.311448039,0.102410751
2023/ 07/08  04:45:00,76.73,0.315424368,0.10638708
2023/ 07/08  05:00:00,77,0.320282268,0.11124498
2023/ 07/08  05:15:00,77.27,0.356323705,0.119228734
2023/ 07/08  05:30:00,77.54,0.363520229,0.126425257
2023/ 07/08  05:45:00,77.81,0.397071756,9.80E-02
2023/ 07/08  06:00:00,78.08,0.437465503,7.46E-02
2023/ 07/08  06:15:00,78.575,0.48955585,9.96E-02
2023/ 07/08  06:30:00,79.07,0.510515478,0.142393991
2023/ 07/08  06:45:00,79.565,0.489367432,0.227531392
2023/ 07/08  07:00:00,80.06,0.504761408,0.242925368
2023/ 07/08  07:15:00,80.78,0.476374686,0.244890202
2023/ 07/08  07:30:00,81.5,0.492055908,0.260571425
2023/ 07/08  07:45:00,82.22,0.508566466,0.277081982
2023/ 07/08  08:00:00,82.94,0.526737672,0.295253189
2023/ 07/08  08:15:00,82.94,0.518581393,0.299428696
2023/ 07/08  08:30:00,82.94,0.528445116,0.309292419
2023/ 07/08  08:45:00,82.94,0.540085966,0.320933269
2023/ 07/08  09:00:00,82.94,0.562966375,0.30308449
2023/ 07/08  09:15:00,83.435,0.609234901,0.262616831
2023/ 07/08  09:30:00,83.93,0.626633502,0.277904723
2023/ 07/08  09:45:00,84.425,0.63993465,0.289112331
2023/ 07/08  10:00:00,84.92,0.618703594,0.352254062
2023/ 07/08  10:15:00,85.685,0.605014593,0.378917144
2023/ 07/08  10:30:00,86.45,0.606670531,0.380573082
2023/ 07/08  10:45:00,87.215,0.608321584,0.382224136
2023/ 07/08  11:00:00,87.98,0.61000939,0.383911942
2023/ 07/08  11:15:00,88.475,0.607752231,0.384971963
2023/ 07/08  11:30:00,88.97,0.608888489,0.386108221
2023/ 07/08  11:45:00,89.465,0.610215216,0.387434947
2023/ 07/08  12:00:00,89.96,0.611634375,0.388854107
2023/ 07/08  12:15:00,89.465,0.607345584,0.388297637
2023/ 07/08  12:30:00,88.97,0.60663938,0.387591432
2023/ 07/08  12:45:00,88.475,0.605756183,0.386708236
2023/ 07/08  13:00:00,87.98,0.604862969,0.385815022
2023/ 07/08  13:15:00,86.99,0.603390904,0.383713341
2023/ 07/08  13:30:00,86,0.601120298,0.381442735
2023/ 07/08  13:45:00,85.01,0.640420727,0.379885328
2023/ 07/08  14:00:00,84.02,0.656104955,0.312323352
2023/ 07/08  14:15:00,83.03,0.646342112,0.281537686
2023/ 07/08  14:30:00,82.04,0.608215409,0.276891948
2023/ 07/08  14:45:00,81.05,0.552845983,0.314447349
2023/ 07/08  15:00:00,80.06,0.535985904,0.29758727
2023/ 07/08  15:15:00,79.025,0.579287484,0.278778242
2023/ 07/08  15:30:00,77.99,0.562703755,0.262194513
2023/ 07/08  15:45:00,76.955,0.547896755,0.247387513
2023/ 07/08  16:00:00,75.92,0.534906616,0.234397374
2023/ 07/08  16:15:00,75.92,0.618690522,0.240547392
2023/ 07/08  16:30:00,75.92,0.6174308,0.239287669
2023/ 07/08  16:45:00,75.92,0.615395564,0.237252434
2023/ 07/08  17:00:00,75.92,0.616580321,0.238437191
2023/ 07/08  17:15:00,75.92,0.662644644,0.246812511
2023/ 07/08  17:30:00,75.92,0.66036096,0.244528827
2023/ 07/08  17:45:00,75.92,0.656731011,0.240898879
2023/ 07/08  18:00:00,75.92,0.652266535,0.236434403
2023/ 07/08  18:15:00,76.19,0.686352905,0.153526809
2023/ 07/08  18:30:00,76.46,0.685014407,0.149916425
2023/ 07/08  18:45:00,76.73,0.683469411,0.146133465
2023/ 07/08  19:00:00,77,0.655664434,0.182740601
2023/ 07/08  19:15:00,76.73,0.616087209,0.211543278
2023/ 07/08  19:30:00,76.46,0.605304495,0.200760564
2023/ 07/08  19:45:00,76.19,0.59693447,0.192390539
2023/ 07/08  20:00:00,75.92,0.58961617,0.185072239
2023/ 07/08  20:15:00,75.92,0.54997665,0.178564645
2023/ 07/08  20:30:00,75.92,0.54492925,0.173517245
2023/ 07/08  20:45:00,75.92,0.541125469,0.169713464
2023/ 07/08  21:00:00,75.92,0.538090811,0.166678806
2023/ 07/08  21:15:00,75.92,0.455442528,0.156913902
2023/ 07/08  21:30:00,75.92,0.450845511,0.152316885
2023/ 07/08  21:45:00,75.92,0.447524934,0.148996309
2023/ 07/08  22:00:00,75.92,0.44468796,0.146159334
2023/ 07/08  22:15:00,75.695,0.37179132,0.136480759
2023/ 07/08  22:30:00,75.47,0.365555634,0.130245073
2023/ 07/08  22:45:00,75.245,0.360364584,0.125054023
2023/ 07/08  23:00:00,75.02,0.355416431,0.12010587
2023/ 07/08  23:15:00,74.75,0.327716765,1.74E-02
2023/ 07/08  23:30:00,74.48,0.32631776,1.31E-02
2023/ 07/08  23:45:00,74.21,0.309307817,4.25E-02
2023/ 07/08  24:00:00,73.94,0.276807653,9.11E-02
2023/ 07/09  00:15:00,73.94,0.256885922,8.58E-02
2023/ 07/09  00:30:00,73.94,0.253538043,8.25E-02
2023/ 07/09  00:45:00,73.94,0.250898167,7.98E-02
2023/ 07/09  01:00:00,73.94,0.24921799,7.82E-02
2023/ 07/09  01:15:00,73.94,0.242349066,7.61E-02
2023/ 07/09  01:30:00,73.94,0.240410436,7.42E-02
2023/ 07/09  01:45:00,73.94,0.238711676,7.25E-02
2023/ 07/09  02:00:00,73.94,0.237452466,7.12E-02
2023/ 07/09  02:15:00,73.94,0.232070929,6.94E-02
2023/ 07/09  02:30:00,73.94,0.229555768,6.69E-02
2023/ 07/09  02:45:00,73.94,0.225784984,6.31E-02
2023/ 07/09  03:00:00,73.94,0.222732976,6.01E-02
2023/ 07/09  03:15:00,73.715,0.230683584,5.83E-02
2023/ 07/09  03:30:00,73.49,0.22894681,5.66E-02
2023/ 07/09  03:45:00,73.265,0.226068289,5.37E-02
2023/ 07/09  04:00:00,73.04,0.223954352,5.16E-02
2023/ 07/09  04:15:00,73.04,0.263455048,5.44E-02
2023/ 07/09  04:30:00,73.04,0.262852941,5.38E-02
2023/ 07/09  04:45:00,73.04,0.26828753,5.93E-02
2023/ 07/09  05:00:00,73.04,0.276508463,6.75E-02
2023/ 07/09  05:15:00,73.535,0.318391177,8.13E-02
2023/ 07/09  05:30:00,74.03,0.331684348,9.46E-02
2023/ 07/09  05:45:00,74.525,0.351429619,0.114334648
2023/ 07/09  06:00:00,75.02,0.373814867,0.136719896
2023/ 07/09  06:15:00,76.28,0.422358987,0.160522947
2023/ 07/09  06:30:00,77.54,0.451304327,0.189468287
2023/ 07/09  06:45:00,78.8,0.517901899,0.131065098
2023/ 07/09  07:00:00,80.06,0.55413392,0.16509441
2023/ 07/09  07:15:00,80.285,0.53097997,0.170315806
2023/ 07/09  07:30:00,80.51,0.522221518,0.241891565
2023/ 07/09  07:45:00,80.735,0.519246317,0.287761833
2023/ 07/09  08:00:00,80.96,0.529361548,0.297877065
2023/ 07/09  08:15:00,81.455,0.523788812,0.304636115
2023/ 07/09  08:30:00,81.95,0.537126122,0.317973424
2023/ 07/09  08:45:00,82.445,0.547413139,0.328260441
2023/ 07/09  09:00:00,82.94,0.55713508,0.337982383
2023/ 07/09  09:15:00,83.705,0.57479892,0.35173897
2023/ 07/09  09:30:00,84.47,0.58906578,0.36600583
2023/ 07/09  09:45:00,85.235,0.599585818,0.376525868
2023/ 07/09  10:00:00,86,0.621630865,0.357827874
2023/ 07/09  10:15:00,85.73,0.655899952,0.306127246
2023/ 07/09  10:30:00,85.46,0.657464492,0.305452552
2023/ 07/09  10:45:00,85.19,0.657421327,0.308457788
2023/ 07/09  11:00:00,84.92,0.603634103,0.377536654
2023/ 07/09  11:15:00,85.19,0.60086697,0.378086702
2023/ 07/09  11:30:00,85.46,0.601496846,0.378716578
2023/ 07/09  11:45:00,85.73,0.602120723,0.379340454
2023/ 07/09  12:00:00,86,0.602749039,0.37996877
2023/ 07/09  12:15:00,86.765,0.600706956,0.381659009
2023/ 07/09  12:30:00,87.53,0.602399273,0.383351326
2023/ 07/09  12:45:00,88.295,0.60411431,0.385066363
2023/ 07/09  13:00:00,89.06,0.605850561,0.386802614
2023/ 07/09  13:15:00,89.06,0.606564609,0.386887045
2023/ 07/09  13:30:00,89.06,0.606616352,0.386938789
2023/ 07/09  13:45:00,89.06,0.606653861,0.386976297
2023/ 07/09  14:00:00,89.06,0.60675636,0.387078797
2023/ 07/09  14:15:00,87.035,0.62132714,0.382928506
2023/ 07/09  14:30:00,85.01,0.617127053,0.378728419
2023/ 07/09  14:45:00,82.985,0.612907241,0.374508607
2023/ 07/09  15:00:00,80.96,0.734070377,0.372480417
2023/ 07/09  15:15:00,80.96,0.797661711,0.371810025
2023/ 07/09  15:30:00,80.96,0.799688588,0.371560042
2023/ 07/09  15:45:00,80.96,0.701661143,0.369059787
2023/ 07/09  16:00:00,80.96,0.668889394,0.368380152
2023/ 07/09  16:15:00,80.735,0.746203521,0.36806039
2023/ 07/09  16:30:00,80.51,0.745855056,0.367711926
2023/ 07/09  16:45:00,80.285,0.745381502,0.367238372
2023/ 07/09  17:00:00,80.06,0.744896884,0.366753753
2023/ 07/09  17:15:00,80.285,0.783003879,0.367171747
2023/ 07/09  17:30:00,80.51,0.778464259,0.362632127
2023/ 07/09  17:45:00,80.735,0.758965748,0.343133616
2023/ 07/09  18:00:00,80.96,0.749109871,0.333277739
2023/ 07/09  18:15:00,80.735,0.728272962,0.318692459
2023/ 07/09  18:30:00,80.51,0.714742218,0.305161715
2023/ 07/09  18:45:00,80.285,0.703506155,0.293925653
2023/ 07/09  19:00:00,80.06,0.735106943,0.202604331
2023/ 07/09  19:15:00,79.565,0.720658589,0.190968317
2023/ 07/09  19:30:00,79.07,0.709835139,0.177881753
2023/ 07/09  19:45:00,78.575,0.665658413,0.224499676
2023/ 07/09  20:00:00,78.08,0.642254099,0.237710168
2023/ 07/09  20:15:00,78.8,0.607595801,0.236183796
2023/ 07/09  20:30:00,79.52,0.609203548,0.237791543
2023/ 07/09  20:45:00,80.24,0.611730988,0.240318983
2023/ 07/09  21:00:00,80.96,0.615059242,0.243647237
2023/ 07/09  21:15:00,80.96,0.532249582,0.233720957
2023/ 07/09  21:30:00,80.96,0.526601749,0.228073123
2023/ 07/09  21:45:00,80.96,0.522634478,0.224105853
2023/ 07/09  22:00:00,80.96,0.51893678,0.220408154
2023/ 07/09  22:15:00,80.96,0.446824036,0.211513476
2023/ 07/09  22:30:00,80.96,0.441785934,0.206475373
2023/ 07/09  22:45:00,80.96,0.437068368,0.201757808
2023/ 07/09  23:00:00,80.96,0.432749361,0.1974388
2023/ 07/09  23:15:00,81.725,0.382057899,0.194926581
2023/ 07/09  23:30:00,82.49,0.380721342,0.193590024
2023/ 07/09  23:45:00,83.255,0.38183932,0.194708002
2023/ 07/09  24:00:00,84.02,0.384078301,0.196946984
2023/ 07/10  00:15:00,83.525,0.360767618,0.188834664
2023/ 07/10  00:30:00,83.03,0.353668896,0.181735941
2023/ 07/10  00:45:00,82.535,0.346336988,0.174404034
2023/ 07/10  01:00:00,82.04,0.33939996,0.167467005
2023/ 07/10  01:15:00,81.545,0.32738318,0.16058117
2023/ 07/10  01:30:00,81.05,0.32130819,0.154506179
2023/ 07/10  01:45:00,80.555,0.315297958,0.148495948
2023/ 07/10  02:00:00,80.06,0.30963815,0.14283614
2023/ 07/10  02:15:00,79.79,0.329062586,4.24E-02
2023/ 07/10  02:30:00,79.52,0.330528851,4.10E-02
2023/ 07/10  02:45:00,79.25,0.320176445,7.15E-02
2023/ 07/10  03:00:00,78.98,0.291196068,0.128203761
2023/ 07/10  03:15:00,78.98,0.301295118,0.128332945
2023/ 07/10  03:30:00,78.98,0.302705035,0.129742861
2023/ 07/10  03:45:00,78.98,0.302463708,0.129501534
2023/ 07/10  04:00:00,78.98,0.302466623,0.12950445
2023/ 07/10  04:15:00,78.98,0.343054952,0.133063308
2023/ 07/10  04:30:00,78.98,0.34295371,0.132962066
2023/ 07/10  04:45:00,78.98,0.344586062,0.134594417
2023/ 07/10  05:00:00,78.98,0.346505386,0.136513742
2023/ 07/10  05:15:00,78.98,0.380739428,0.141261174
2023/ 07/10  05:30:00,78.98,0.383013627,0.143535373
2023/ 07/10  05:45:00,78.98,0.386225855,0.146747601
2023/ 07/10  06:00:00,78.98,0.390871179,0.151392925
2023/ 07/10  06:15:00,79.25,0.421905403,0.155342523
2023/ 07/10  06:30:00,79.52,0.429519324,0.162956443
2023/ 07/10  06:45:00,79.79,0.443610946,0.177048066
2023/ 07/10  07:00:00,80.06,0.477887282,0.149987896
2023/ 07/10  07:15:00,80.285,0.470240212,0.107334607
2023/ 07/10  07:30:00,80.51,0.490222789,0.125467878
2023/ 07/10  07:45:00,80.735,0.510853326,0.144309265
2023/ 07/10  08:00:00,80.96,0.492230457,0.229430816
2023/ 07/10  08:15:00,81.455,0.487648323,0.258594434
2023/ 07/10  08:30:00,81.95,0.506228244,0.277174355
2023/ 07/10  08:45:00,82.445,0.519451537,0.290397648
2023/ 07/10  09:00:00,82.94,0.531080835,0.302026946
2023/ 07/10  09:15:00,83.705,0.5493325,0.315286052
2023/ 07/10  09:30:00,84.47,0.56018696,0.326140512
2023/ 07/10  09:45:00,85.235,0.569638103,0.335591655
2023/ 07/10  10:00:00,86,0.577797279,0.343750831
2023/ 07/10  10:15:00,86.495,0.585948403,0.348686984
2023/ 07/10  10:30:00,86.99,0.629697592,0.270924441
2023/ 07/10  10:45:00,87.485,0.635139088,0.274498874
2023/ 07/10  11:00:00,87.98,0.638945371,0.276465922
2023/ 07/10  11:15:00,87.98,0.614267699,0.308083058
2023/ 07/10  11:30:00,87.98,0.583541811,0.350613813
2023/ 07/10  11:45:00,87.98,0.57995894,0.347030942
2023/ 07/10  12:00:00,87.98,0.578681647,0.345753649
2023/ 07/10  12:15:00,88.475,0.577657747,0.349324431
2023/ 07/10  12:30:00,88.97,0.584540711,0.356207395
2023/ 07/10  12:45:00,89.465,0.594849513,0.366516197
2023/ 07/10  13:00:00,89.96,0.607326663,0.378993347
2023/ 07/10  13:15:00,90.23,0.61038854,0.382408975
2023/ 07/10  13:30:00,90.5,0.610975112,0.382995547
2023/ 07/10  13:45:00,90.77,0.611616986,0.383637421
2023/ 07/10  14:00:00,91.04,0.612287751,0.384308186
2023/ 07/10  14:15:00,91.265,0.6311838,0.384928859
2023/ 07/10  14:30:00,91.49,0.631809679,0.385554738
2023/ 07/10  14:45:00,91.715,0.632424871,0.38616993
2023/ 07/10  15:00:00,91.94,0.633036575,0.386781634
2023/ 07/10  15:15:00,90.95,0.754693,0.386186076
2023/ 07/10  15:30:00,89.96,0.796833004,0.366574407
2023/ 07/10  15:45:00,88.97,0.787020878,0.354877916
2023/ 07/10  16:00:00,87.98,0.764650254,0.342896216
2023/ 07/10  16:15:00,87.485,0.762285674,0.37654519
2023/ 07/10  16:30:00,86.99,0.761541944,0.375801461
2023/ 07/10  16:45:00,86.495,0.760748716,0.375008233
2023/ 07/10  17:00:00,86,0.759927879,0.374187396
2023/ 07/10  17:15:00,86,0.797777943,0.374347849
2023/ 07/10  17:30:00,86,0.797921902,0.374491808
2023/ 07/10  17:45:00,86,0.798042245,0.374612152
2023/ 07/10  18:00:00,86,0.798079366,0.374649272
2023/ 07/10  18:15:00,85.505,0.790880445,0.373585091
2023/ 07/10  18:30:00,85.01,0.768474363,0.351179009
2023/ 07/10  18:45:00,84.515,0.752122062,0.334826709
2023/ 07/10  19:00:00,84.02,0.780879399,0.242043468
2023/ 07/10  19:15:00,83.75,0.760350576,0.224613487
2023/ 07/10  19:30:00,83.48,0.743823163,0.206140889
2023/ 07/10  19:45:00,83.21,0.712636695,0.228835128
2023/ 07/10  20:00:00,82.94,0.674138419,0.261871674
2023/ 07/10  20:15:00,82.445,0.630429387,0.251294238
2023/ 07/10  20:30:00,81.95,0.621232964,0.242097814
2023/ 07/10  20:45:00,81.455,0.612788747,0.233653598
2023/ 07/10  21:00:00,80.96,0.604991075,0.225855926
2023/ 07/10  21:15:00,80.735,0.517982209,0.213410567
2023/ 07/10  21:30:00,80.51,0.510366239,0.205794596
2023/ 07/10  21:45:00,80.285,0.503238834,0.198667192
2023/ 07/10  22:00:00,80.06,0.496346921,0.191775279
2023/ 07/10  22:15:00,79.565,0.418677142,0.180019617
2023/ 07/10  22:30:00,79.07,0.411755531,0.173098006
2023/ 07/10  22:45:00,78.575,0.404885087,0.166227562
2023/ 07/10  23:00:00,78.08,0.398281507,0.159623982
2023/ 07/10  23:15:00,77.045,0.332014411,0.144883094
2023/ 07/10  23:30:00,76.01,0.31902684,0.131895522
2023/ 07/10  23:45:00,74.975,0.306821554,0.119690237
2023/ 07/10  24:00:00,73.94,0.294617193,0.107485876
2023/ 07/11  00:15:00,73.715,0.272380443,0.100447489
2023/ 07/11  00:30:00,73.49,0.26625249,9.43E-02
2023/ 07/11  00:45:00,73.265,0.260873389,8.89E-02
2023/ 07/11  01:00:00,73.04,0.255789095,8.39E-02
2023/ 07/11  01:15:00,72.545,0.244996728,7.82E-02
2023/ 07/11  01:30:00,72.05,0.238168981,7.14E-02
2023/ 07/11  01:45:00,71.555,0.232649642,6.58E-02
2023/ 07/11  02:00:00,71.06,0.226950133,6.01E-02
2023/ 07/11  02:15:00,70.565,0.292721168,8.05E-03
2023/ 07/11  02:30:00,70.07,0.295074463,8.05E-03
2023/ 07/11  02:45:00,69.575,0.274424358,7.58E-03
2023/ 07/11  03:00:00,69.08,0.172006046,9.01E-03
2023/ 07/11  03:15:00,68.81,0.216271568,4.33E-02
2023/ 07/11  03:30:00,68.54,0.202374592,2.94E-02
2023/ 07/11  03:45:00,68.27,0.196158684,2.32E-02
2023/ 07/11  04:00:00,68,0.195619943,2.27E-02
2023/ 07/11  04:15:00,67.73,0.232728653,2.27E-02
2023/ 07/11  04:30:00,67.46,0.230159316,2.02E-02
2023/ 07/11  04:45:00,67.19,0.232505584,2.25E-02
2023/ 07/11  05:00:00,66.92,0.237774289,2.78E-02
2023/ 07/11  05:15:00,67.46,0.278284447,3.88E-02
2023/ 07/11  05:30:00,68,0.294675327,5.52E-02
2023/ 07/11  05:45:00,68.54,0.30943005,7.00E-02
2023/ 07/11  06:00:00,69.08,0.327620277,8.81E-02
2023/ 07/11  06:15:00,69.8,0.370373429,0.103810548
2023/ 07/11  06:30:00,70.52,0.388216455,0.121653574
2023/ 07/11  06:45:00,71.24,0.403808131,0.13724525
2023/ 07/11  07:00:00,71.96,0.431929533,0.125154707
2023/ 07/11  07:15:00,72.23,0.432558975,7.19E-02
2023/ 07/11  07:30:00,72.5,0.445702263,8.34E-02
2023/ 07/11  07:45:00,72.77,0.456997991,9.31E-02
2023/ 07/11  08:00:00,73.04,0.453730359,0.120594294
2023/ 07/11  08:15:00,73.535,0.408491969,0.17943808
2023/ 07/11  08:30:00,74.03,0.416702522,0.187648633
2023/ 07/11  08:45:00,74.525,0.422546104,0.193492215
2023/ 07/11  09:00:00,75.02,0.427555078,0.198501189
2023/ 07/11  09:15:00,75.515,0.437208996,0.203162548
2023/ 07/11  09:30:00,76.01,0.441231512,0.207185064
2023/ 07/11  09:45:00,76.505,0.447941272,0.213894824
2023/ 07/11  10:00:00,77,0.454560858,0.22051441
2023/ 07/11  10:15:00,77.495,0.464261457,0.227000038
2023/ 07/11  10:30:00,77.99,0.470827489,0.23356607
2023/ 07/11  10:45:00,78.485,0.516256581,0.158587008
2023/ 07/11  11:00:00,78.98,0.521046375,0.161558062
2023/ 07/11  11:15:00,79.475,0.522241755,0.165230343
2023/ 07/11  11:30:00,79.97,0.511134325,0.195341776
2023/ 07/11  11:45:00,80.465,0.480899954,0.247971957
2023/ 07/11  12:00:00,80.96,0.484854982,0.251926984
2023/ 07/11  12:15:00,81.23,0.485266617,0.256933302
2023/ 07/11  12:30:00,81.5,0.492413115,0.264079799
2023/ 07/11  12:45:00,81.77,0.499088479,0.270755163
