timestamp,power_true_zone_W,power_pred_zone_W,Model_Name,oat,zone_htsp,zone_clsp
6/1/2023 8:35,0,0.008805533,SVR,63,69,76
6/1/2023 8:40,0,0.008805533,SVR,63,69,76
6/1/2023 8:45,0,0,SVR,63,69,76
6/1/2023 8:50,0,0,SVR,62,69,76
6/1/2023 8:55,0,0.008805533,SVR,63,69,76
6/1/2023 9:00,0,0,SVR,62.5,69,76
6/1/2023 9:10,0,0,SVR,62,69,76
6/1/2023 9:15,0,0,SVR,62,69,76
6/1/2023 9:20,0,0,SVR,62,69,76
6/1/2023 9:25,0,0,SVR,62,69,76
6/1/2023 9:30,0,0,SVR,62,69,76
6/1/2023 9:35,0,0,SVR,62,69,76
6/1/2023 9:40,0,0,SVR,62,69,76
6/1/2023 9:45,0,0,SVR,62,69,76
6/1/2023 9:50,0,0,SVR,62,69,76
6/1/2023 9:55,0,0.005483097,SVR,62,69,76
6/1/2023 10:00,0,0,SVR,62.5,69,76
6/1/2023 10:15,0,0.035342024,SVR,63,69,76
6/1/2023 10:25,0,0.060781083,SVR,63,69,76
6/1/2023 10:30,0,0.060781083,SVR,63,69,76
6/1/2023 10:35,0,0.060781083,SVR,63,69,76
6/1/2023 10:40,0,0.060781083,SVR,63,69,76
6/1/2023 10:45,0,0.102120125,SVR,64,69,76
6/1/2023 10:50,0,0.102120125,SVR,64,69,76
6/1/2023 10:55,0,0.114509542,SVR,64.5,69,76
6/1/2023 11:00,0,0.102120125,SVR,65,67,77
6/1/2023 11:10,0,0.102120125,SVR,65,67,77
6/1/2023 11:15,0,0.102120125,SVR,65,67,77
6/1/2023 11:20,0,0.115685626,SVR,66,67,77
6/1/2023 11:25,0,0.104133772,SVR,66,67,77
6/1/2023 11:30,0,0.104133772,SVR,66,67,77
6/1/2023 11:40,0,0.121418417,SVR,67,67,77
6/1/2023 11:45,0,0.121418417,SVR,67,67,77
6/1/2023 11:50,0,0.121418417,SVR,67,67,77
6/1/2023 11:55,0,0.104203189,SVR,67,67,77
6/1/2023 12:00,0,0.118985611,SVR,68,67,77
6/1/2023 12:10,0,0.112656571,SVR,68,67,77
6/1/2023 12:15,0,0.118985611,SVR,68,67,77
6/1/2023 12:20,0,0.118985611,SVR,68,67,77
6/1/2023 12:25,0,0.103042551,SVR,69,67,77
