,pred,actual,mape,,,,
498,141.62791,148.2451923,0.044637416,,,,
499,140.41464,148.2451923,0.052821627,,,,
500,137.65013,148.2451923,0.071469854,,,,
501,137.61165,116.7045455,0.179145589,,,,
502,136.68663,37.72727273,2.623019108,,,,
503,134.20557,13.26203208,9.119532902,,,,
504,42.855976,13.26203208,2.231478836,,,,
505,47.2655,13.26203208,2.56397117,,,,
506,47.330086,13.26203208,2.568841163,,,,
507,52.36133,13.26203208,2.948213191,,,,
508,54.844055,13.26203208,3.135418664,,,,
509,53.38918,13.26203208,3.025716396,,,,
510,23.472225,13.26203208,0.769881482,,,,
511,26.762701,13.26203208,1.017993987,,,,
512,27.521841,13.26203208,1.075235592,,,,
513,30.797478,13.26203208,1.322229189,,,,
514,32.531647,13.26203208,1.452991125,,,,
515,32.970043,13.26203208,1.486047598,,,,
516,24.650038,13.26203208,0.858692382,,,,
517,27.918625,13.26203208,1.105154386,,,,
518,28.718987,13.26203208,1.165504262,,,,
519,31.92448,13.26203208,1.407208775,,,,
520,33.66857,13.26203208,1.538718787,,,,
521,34.04244,13.26203208,1.566909791,,,,
522,25.947489,13.26203208,0.956524373,,,,
523,29.181406,13.26203208,1.200372147,,,,
524,30.012793,13.26203208,1.263061408,,,,
525,33.145008,13.26203208,1.499240523,,,,
526,34.872234,13.26203208,1.629478935,,,,
527,35.197033,13.26203208,1.653969828,,,,
528,26.309532,13.26203208,0.983823583,,,,
529,29.548996,13.26203208,1.228089618,,,,
530,30.388128,13.26203208,1.291362878,,,,
531,33.51891,13.26203208,1.52743394,,,,
532,35.249233,13.26203208,1.657905876,,,,
533,35.5476,13.26203208,1.68040371,,,,
534,26.410273,13.26203208,0.991419779,,,,
535,29.649132,13.26203208,1.235640196,,,,
536,30.481377,24.66023875,0.236053605,,,,
537,33.64288,24.66023875,0.364256054,,,,
538,35.344654,24.66023875,0.433264875,,,,
539,35.639645,24.66023875,0.445227086,,,,
540,30.783447,24.66023875,0.248302878,,,,
541,34.51253,24.66023875,0.399521325,,,,
542,35.362335,24.66023875,0.433981859,,,,
543,39.72275,24.66023875,0.610801517,,,,
544,41.258118,24.66023875,0.673062391,,,,
545,41.334045,24.66023875,0.676141315,,,,
546,31.341082,24.66023875,0.270915595,,,,
547,35.212982,18.4683138,0.906670115,,,,
548,36.033615,18.4683138,0.951104762,,,,
549,40.584213,18.4683138,1.197505059,,,,
550,42.134033,18.4683138,1.281422844,,,,
551,42.145317,18.4683138,1.282033837,,,,
552,26.273167,18.4683138,0.422607786,,,,
553,30.26213,18.4683138,0.638597347,,,,
554,31.272547,18.4683138,0.693308189,,,,
555,35.53929,18.4683138,0.924338648,,,,
556,37.24035,18.4683138,1.016445595,,,,
557,37.299564,18.4683138,1.019651843,,,,
558,25.66735,18.4683138,0.389804737,,,,
559,29.601692,25.13678957,0.177624212,,,,
560,30.549797,25.13678957,0.215342036,,,,
561,34.807556,25.13678957,0.384725599,,,,
562,36.46456,25.13678957,0.450645075,,,,
563,36.552013,25.13678957,0.454124159,,,,
564,29.81222,61.36363636,0.51417123,,,,
565,33.65818,152.2727273,0.778961206,,,,
566,34.478844,230.6277056,0.850499991,,,,
567,39.096794,266.991342,0.853565311,,,,
568,40.551613,303.3549784,0.866322903,,,,
569,40.63279,339.7186147,0.880392807,,,,
570,387.27365,209.3820354,0.849603044,,,,
571,372.74164,79.04545608,3.715535319,,,,
572,365.4013,411.4087302,0.111829008,,,,
573,346.00198,444.7420635,0.222016516,,,,
574,338.75647,478.0753968,0.291416224,,,,
575,336.50116,511.4087302,0.342011311,,,,
576,507.38174,488.4920635,0.038669362,,,,
577,486.11496,432.8798186,0.122979033,,,,
578,477.28854,385.4552932,0.238246169,,,,
579,446.6374,368.7886266,0.211093206,,,,
580,435.80777,352.1219599,0.237661434,,,,
581,434.12732,320.8047556,0.353244652,,,,
582,347.89905,287.4714223,0.210203947,,,,
583,335.1462,254.138089,0.318756277,,,,
584,328.23746,220.8047556,0.486550682,,,,
585,312.25452,187.4714223,0.665611303,,,,
586,305.65555,154.1380889,0.982998182,,,,
587,303.42395,120.8047556,1.511688787,,,,
588,131.99553,87.47142226,0.509013191,,,,
589,131.2185,59.75033383,1.196113253,,,,
590,128.7335,35.34946237,2.641738555,,,,
591,129.88683,18.6827957,5.952215936,,,,
592,129.26279,2.016129032,63.11434385,,,,
593,127.049934,2.016129032,62.01676727,,,,
594,44.55013,2.016129032,21.09686448,,,,
595,48.23815,91.20200881,0.471084567,,,,
596,48.46361,91.20200881,0.468612472,,,,
597,52.01302,74.60716773,0.302841515,,,,
598,53.81695,58.01232666,0.072318711,,,,
599,53.46747,147.7092964,0.638022309,,,,
600,168.73245,194.6563791,0.133177907,,,,
601,166.41426,212.8381973,0.218118448,,,,
602,163.69496,231.0200155,0.291425206,,,,
603,161.8835,249.2018337,0.350392019,,,,
604,160.56404,267.3836518,0.399499412,,,,
605,158.10768,273.581999,0.42208303,,,,
606,297.9521,273.581999,0.089077867,,,,
607,287.9918,273.581999,0.052670867,,,,
608,281.7847,273.581999,0.029982605,,,,
609,269.94708,250.783499,0.07641484,,,,
